active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
Anders Forslund,W19,2018,"Industrials,Aviation and Space",0,"Gothenburg, Sweden",https://bookface-images.s3.amazonaws.com/small_logos/c550b32949bcde8cb176bd2fb2069bf1ca3cac65.png,"Heart makes electric airplanes. We’re based in Sweden, and we’re developing a 19-passenger aircraft (EASA CS-23/FAA Part 23 certifiable). The plane will have an all-electric range of 250 miles and a backup generator for reserves and range extension. 

We have signed LOIs with Scandinavian Airlines SAS (the biggest airline in northern Europe), BRA and Wideroe for 86+ planes.",Heart Aerospace,"Gothenburg, Västra Götaland County, Sweden",Heart makes electric airplanes with an all-electric range of 250 miles,Active,"climate,electric-vehicles",130,http://www.heartaerospace.com
"Hyun Kim,Moonsu Cha,Jonghyuk Lee,Jungkwon Lee",W19,2018,"B2B,Engineering, Product and Design",0,"San Mateo, CA",https://bookface-images.s3.amazonaws.com/small_logos/7c9d721a968bad9c98d3ba3e84214eaeb329eeff.png,"Superb AI helps you effortlessly label, manage, and curate training datasets for computer vision and makes rapid, consistent iteration a reality.",Superb AI,"San Mateo, CA, USA",Superb AI is a training data management platform,Active,"deep-learning,saas,b2b",90,https://www.superb-ai.com
"Eugene Huang,Thet Lin Thu",W19,,"B2B,Operations",4,"Singapore, Singapore",https://bookface-images.s3.amazonaws.com/small_logos/974ac0591edce5b3e32f3208ef9dcf2c5d0a6918.png,"Where are the best places in the world to build a wind farm or a hydropower dam? 

Traverse is an AI driven professional engineering firm focused on answering these types of questions.

We use AI, high performance computing and automation to speed up traditional prospecting, feasibility assessment and front end engineering work by 10x. Traverse can prospect for exceptionally high ROI project configurations across entire countries and also optimize the returns of individual projects amongst billions of potential permutations, helping our customers eliminate development risks dramatically.",Traverse Technologies,"Singapore, Singapore",AI driven professional engineering firm,Active,"robotic-process-automation,b2b,climate,energy",6,https://traverse.ai
Jonathan Petts,W19,,"Fintech,Consumer Finance",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/4d5de4c1412998050fa2085e9dbcb8dee8ebd735.png,"Upsolve is a tech-driven nonprofit that helps low-income Americans overcome debt and rebuild credit at scale. Upsolve was founded in Harvard Law School’s Access to Justice Lab in 2016. Since then, Upsolve has become the nation’s most visited nonprofit financial education site. Upsolve.org educates approximately 2.9 million people a year with 2,000 articles on an array of debt and credit topics. To date, Upsolve’s free DIY bankruptcy filing tool has been used by over 14,000 families to relieve over $600,000,000 in debt. Upsolve users are disproportionately Black and Brown with an average household income of $25,000. Upsolve is now launching a suite of AI tools to help low-income Americans resolve their financial distress earlier. ",Upsolve,"New York, NY, USA",Helping low-income Americans overcome debt and rebuild credit at…,Active,"fintech,nonprofit,legaltech,consumer-finance",12,https://upsolve.org/learn/should-i-file-for-chapter-7-bankruptcy/
"Esteban Ortiz-Ospina,Hannah Ritchie,Max Roser",W19,2013,Education,0,"Oxford, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/2039afc834d05b389931e09bb316e3db15259016.png,"Poverty, disease, hunger, climate change, war, existential risks, and inequality: The world faces many great and terrifying problems. It is these large problems that our work at Our World in Data focuses on.

Our World in Data publishes an open-access publication where users can understand the state of the world today, where we are making progress and where we are falling behind. Through interactive data visualizations we can see how the world has changed; by summarizing the scientific literature we can understand why. We cover everything from global poverty to natural disasters, education and health; we have 3405 charts across 297 topics.

Our World in Data is free, open-source and provided as a public good. It has millions of users every month, and is cited in research and media across the world every day. This allows millions of people to understand the large problems the world is facing, and how we can solve them.",Our World in Data,"Oxford, England, United Kingdom",Research and data to make progress against the world’s largest…,Active,,19,https://ourworldindata.org/
"Sam Alba,Solomon Hykes,Andrea Luzzardi",W19,2018,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/a64005bed7a505fdb8ec6767c1f1c599ebf660ca.png,"Dagger is a programmable CI/CD engine that runs your pipelines in containers. Develop your pipelines as code, in the same programming language as your application. Choose your SDK and start coding! Dagger executes your pipelines entirely as standard OCI containers. This has several benefits: - Instant local testing - Portability: the same pipeline can run on your local machine, a CI runner, a dedicated server, or any container hosting service. - Superior caching: every operation is cached by default, and caching works the same everywhere - Compatibility with the Docker ecosystem: if it runs in a container, you can add it to your pipeline. - Cross-language instrumentation: teams can use each other's tools without learning each other's language.",Dagger,"San Francisco, CA, USA",Develop your CI/CD pipelines as code and run them anywhere,Active,"developer-tools,devsecops",22,https://dagger.io
Drew Reid,W19,,"Industrials,Climate",0,"Richmond, CA",https://bookface-images.s3.amazonaws.com/small_logos/a3822ef4eba7294b4ec36e7ecdbc27b2475f2b17.png,"Maple Materials, Inc. (Richmond, California) develops a low-cost electrolysis process to split carbon dioxide into graphite and oxygen. Due to several unique features of our production process and product, we have potential to produce battery-grade graphite anode material one-third the cost of current graphite anode materials. When powered by renewables, this process has the potential to be carbon negative.",Maple Materials (fka Saratoga Energy),"Richmond, CA, USA",We turn CO2 into graphite and oxygen.,Active,,4,http://maplematerials.com
Thomas Sun,W19,2018,"Consumer,Home and Personal",0,"Cupertino, CA",https://bookface-images.s3.amazonaws.com/small_logos/fd375e0c38b8241d78866a6f52f9fb9ffe884b3f.png,"AmpUp provides the simplicity and reliability enabled Tesla experience EV charging solution in private commercial locations where vehicle dwell times are 6 hours and longer; EG, workplaces, MUDs, and fleet depots. Within 2 years, it achieved 8th in ranking in market share in the commercial level 2 charging sector in the US. AmpUp is growing even faster now with their dominant growth channel in the commercial lighting vertical set to take off at the end of 2023 and early 2024.",AmpUp,"Cupertino, CA, USA",We make EV charging as simple and reliable as LED lights,Active,"climate,electric-vehicles",45,https://ampup.io
Kalim Mir,W19,2017,"Healthcare,Diagnostics",0,"Cambridge, MA",https://bookface-images.s3.amazonaws.com/small_logos/4cca3d33a3a643c65629ce3164548e924340e550.png,"At XGenomes, we are building a technology comprising novel biochemistry, hardware and  algorithms for sequencing DNA. Our product will be streamlined: there is zero library preparation;  we sequence directly on unadulterated single molecules of DNA; DNA extraction will be integrated with sequencing; there is no bioinformatics bottleneck. The sequence we produce will be of unprecedented accuracy due to several layers of in-built redundancy including the sequencing both strands of the double-helix concurrently. The sequence we produce will be complete, encompassing: structural as well as single nucleotide variants; long-range haplotype phase; the repetitive ""dark matter"" of the genome. The cost of goods (consumables) of sequencing will be <$10, which will allow us to price our product at a level that will help grow the market while still achieving >90% margin. We will start by offering access as a service to high value customers, which be followed by a razor and blade model of selling instruments and consumables. ",XGenomes,"Cambridge, MA, USA",XGenomes is building the sequencing technology of the future. ,Active,,6,http://www.xgenomes.com
"Yoshi Yokokawa,Hitoshi Harada",W19,2015,"Fintech,Banking and Exchange",5,"San Mateo, CA",https://bookface-images.s3.amazonaws.com/small_logos/52a69dab52f99ab972ab44d22d038a190f461ac4.png,"Alpaca is an API infrastructure and licensed financial services company that allows developers and businesses to offer stock and crypto investing to their end-customers. We work with more than 100 companies across the globe to enable their investing products, and our mission is to provide financial services to everyone on the planet.

Alpaca’s globally distributed team consists of developers, traders, and brokerage business specialists and backed by a group of well-capitalized investors including Portage Ventures, Spark Capital, Tribe Capital, Unbound, Social Leverage, Horizons Ventures, Y Combinator as well as highly experienced industry angel investors and founders. We are also very tech-enthusiastic with notable track records in open-source and startup communities.",Alpaca,"San Mateo, CA, USA",API-first stock and crypto brokerage platform,Active,"developer-tools,fintech,api,investing,infrastructure",150,https://alpaca.markets/
"Calvin LeGassick,Stephen Chen",W19,2018,"B2B,Productivity",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/863003b72d3c5e8408598e1757c193e11e0c83d9.png,"Capture is your operating system for life – a place to keep track of what matters, think through difficult concepts, and plan around important goals. We're building a better way to tame the sheer volume of information and ideas we all come across throughout the day.",Capture,"New York, NY, USA","All your notes, tasks, and files in one super-fast workspace.",Active,productivity,4,https://capture.so
"Diego Rey,Jason Springs,Leonardo Teixeira",W19,2018,"Healthcare,Therapeutics",0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/91f103c5ea8ba96047f1ef891154ca0f0c8dea47.png,"Endpoint Health is on a mission to address urgent needs in immune-driven critical and chronic illnesses by delivering therapies that are personalized to each patient’s biology. We built Endpoint Health from the ground up to develop and commercialize therapeutics and therapy-guiding tests, to ensure that every patient receives personalized treatment that will dramatically improve their outcomes. Our vision is a world in which all patients have effective, personalized treatment, because therapies are targeted to the right patient at the right time.",Endpoint Health,"Palo Alto, CA, USA",Precision-first therapies,Active,,23,https://endpointhealth.com/
"Vishu Bansal,Harsh Sharma,Priyanshu Agarwal,Yashwardhan Burad",W19,2018,Education,0,"Gurugram, India",https://bookface-images.s3.amazonaws.com/small_logos/58884ed5c9a6258e4e36cfa9be1a2a6b30e41858.png,"AccioJob is an ed-tech startup run by IIT Delhi Alumni that provides a comprehensive state-of-the-art learning platform for Full Stack Web Development and Data Analytics.

Our industry-relevant curriculum is taught by top tech instructors and mentors, and our students have gone on to work at leading tech companies like Amazon, Salesforce, and Walmart, among others. With job placement opportunities at 300+ top tech partner companies, we have placed 1000+ students in 2022 itself at an average salary of 8.3 LPA",AccioJob,"Gurugram, HR, India",Upskilling bootcamp for India,Active,education,250,http://www.acciojob.com
"Surya Paneerselvam,Sarang",W19,2018,Education,0,"Chennai, India",https://bookface-images.s3.amazonaws.com/small_logos/93debe185cf01796dca3de42aa2f07d3e37fbab2.png,"Skill-Lync provides job leading engineering education online. We started with a special focus in Mechanical, Electrical, Electronics, Civil & Computer Science engineering and have become one of the world's leading & highest rated platforms in teaching high-end technical skills that help students get a job. ",Skill-lync,"Chennai, TN, India",Online engineering college for India. Learn technical skills & get…,Active,"education,income-share-agreements",3000,http://skill-lync.com
"Rohit Goyal,Prince Arora,Snehil Buxy,Edul Patel,Alankar Saxena",W19,2018,"Fintech,Asset Management",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/d7b2fc776860d94ede337b7dc0245e2e9621b3cf.png,"Mudrex is on a mission to bring risk optimised high yield investments to everyone.

Sophisticated high yield investments like hedge funds have been accessible only to richest. With a novel approach, we help average investors invest like a hedge fund. ",Mudrex,"Mountain View, CA, USA",High yield investments for everyone,Active,"fintech,crypto-web3",11,https://mudrex.com
Benjamin Fernandes,W19,,"Fintech,Banking and Exchange",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/b88d5a316c1273387235d0b00032377e1df4b77f.png,"Story here: https://www.youtube.com/watch?v=PPsHg3Ap_qw

We have two products: 
1. Consumer Cross Border payments to Emerging Market: nala.com
2. Payment Rails for Africa: rafiki.com",NALA,"New York, NY, USA",Building Payments for the Next Billion.,Active,"fintech,payments",124,http://nala.com
ADHEMAR MILANI NETO,W19,2018,"Fintech,Credit and Lending",0,"São Paulo, Brazil",https://bookface-images.s3.amazonaws.com/small_logos/550584b5ede9d05c71bf6270532602123644a502.png,,Kovi,"São Paulo, SP, Brazil","Making car ownership more inclusive, flexible and simple.",Active,auto-commerce,890,https://www.kovi.com.br
"Alfredo Granda,Manuel Olguin,Luis Alban,Inma Canadas",W19,2019,"B2B,Productivity",0,"Lima, Peru",https://bookface-images.s3.amazonaws.com/small_logos/8fbed2b65acfc0ba30a15ec3e34a5585d8624b9c.png,"Keynua is an E-sign platform that uses short video signatures which serve both to approve specific documents and provide the visual identity of the signatory, which is then confirmed using official records and social network profiles. All transactions are ""notarized"" on the Blockchain. Keynua stores encrypted versions of the identities of all signatories so that users may reuse them with other companies affiliated to the Keynua platform.",Keynua,"Lima, Callao Region, Peru",E-signatures with identity verification for Latin America,Active,,15,https://www.keynua.com
"Srinivas Sriramdas,Aneeq Dholakia",W19,2019,Education,0,"Hyderabad, India",https://bookface-images.s3.amazonaws.com/small_logos/a1ce9903fd51750823677b9306832c5a1884050f.png,"Edyst is a Y Combinator-funded company (W19) working in the online learning & employability space. We’re looking to collaborate with people who want to significantly change the current learning and employability system in India.

In a span of 2 years, we have hit some pretty impressive figures that some of the most established names haven’t:

- Our course completion rates are more than 80% (8x the industry average)
- Students spend an average of 95 minutes daily on the platform (5x the industry average)
- 50% placement ratio (2x the industry average)

We need more mavericks for this journey: people who love challenges & puzzles; people who love to learn & grow; people who want to significantly change the current learning and employability system.",Edyst,"Hyderabad, Telangana, India",Edyst is a peer-to-peer online learning platform where students learn…,Active,education,11,https://edyst.com
Mofehintolu Olaogun,W19,2018,"Fintech,Credit and Lending",0,"Lagos, Nigeria",https://bookface-images.s3.amazonaws.com/small_logos/26060e3f4fcaf864c1b5a8861ff76018a2ecb874.png,,CredPal,"Lagos, LA, Nigeria",CredPal is a buy now pay later company in Africa that allows…,Active,fintech,35,https://credpal.com
"Sidharth Rawat,Suyash Sinha",W19,,"Consumer,Travel, Leisure and Tourism",0,"New Delhi, India",https://bookface-images.s3.amazonaws.com/small_logos/04a5f5a72b3a7cb75ed13373f1d66dc4fce434b7.png,"MyScoot is a marketplace platform to discover social experiences where you meet new people & make meaningful connections. You can either attend interest-based experiences or host one to earn money while building your micro-community and having fun. It can be used to find new friends, look for dates, or network for your business.

We're a team of 3 co-founders who have expertise in business strategy, product, operations, and marketing/growth (for marketplaces). Looking to add some dynamic engineering team members.",MyScoot,"New Delhi, DL, India",Shopify for knowledge professionals,Active,"marketplace,saas",24,https://exlyapp.com/
John Oke,W19,2018,"Fintech,Asset Management",0,,https://bookface-images.s3.amazonaws.com/small_logos/626fd22b786f76632e2cc82d33ca1f9e32d00011.png,"Backing innovation, building financial technology. Focused on emerging markets and leveraging people finesse with capital. ",Spring in Africa,"LA, Nigeria",Investing in innovation ,Active,"fintech,saas,payments,investing",,https://springinafrica.com
"Yadgar Merani,Rekar Botany",W19,2018,"Consumer,Food and Beverage",0,"Erbil, Iraq",https://bookface-images.s3.amazonaws.com/small_logos/f9f27317c1ec346e2b7bea0e712c38b1d2aa2d3e.png,,Lezzoo,"Erbil, Kurdistan Region, Iraq",Lezzoo is an on-demand delivery Superapp for Iraq. ,Active,"fintech,marketplace",190,https://lezzoo.com
"Andres Arslanian,Mateo Cavasotto",W19,2018,"B2B,Recruiting and Talent",0,"Buenos Aires, Argentina",https://bookface-images.s3.amazonaws.com/small_logos/25a8aa23cfff119b7471947d3dd11822c805174e.png,"At Emi Labs (YC '19) we are on a mission to increase frontline workers' access to
professional opportunities by building the infrastructure for Frontline Workers (check our
manifesto here: https://www.linkedin.com/pulse/our-manifesto-building-infrastructure-frontline-workers-emi-labs/). As our first step, we are transforming the high-volume recruiting
process of Frontline Workers to make it as simple, human, and fair as possible for both
Candidates and Recruiters. Our product is a SaaS recruitment platform powered by AI
that helps companies engage with candidates via text to drive faster and more efficient
hiring processes. We are growing fast, well funded, and obsessed with making our mission
a reality.

Some of their customers include Walmart, Burger King, Starbucks, 7-Eleven, Danone, Imperfect Foods, and Heineken.",Emi Labs,"Buenos Aires, CABA, Argentina","Helping great teams hire better frontline workers, faster.",Active,,50,https://www.emilabs.ai
"Joseph Lai,Wenjing Yu",W19,2019,"Consumer,Food and Beverage",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9e2d474ba780d557e712ab38a564b41c3a6db914.png,Last-mile delivery for perishables.,Bentocart,"San Francisco, CA, USA",Last-mile delivery for perishables.,Active,"marketplace,logistics,food-tech",3,https://www.bentocart.com
"Mark Probst,David Siegel,Jason Smith",W19,2019,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/43d2fbfbaba3aeb673e435f9035b2a74c1dc35d7.png,"Glide is a web-based app builder that allows non-programmers to quickly create powerful and beautiful apps by combining prebuilt components with a familiar spreadsheet model.

App development has barely changed in 30 years. Glide will bring app development out of the Dark Ages, making it web-based, collaborative, and fun. Think of Google Docs or Figma but for building apps.

We believe that almost all apps can be built 10-100x faster, with higher quality, by starting with the data model and generating a polished app from high-level components that users customize.

Our mission is to make it easy and fun for anyone to build amazing apps without code. In ten years, we want the majority of apps worldwide to have been built with Glide.

We're four technical founders with expertise in native mobile frameworks, developer tools, and product design. We've worked together for 5-10 years, and were all early employees at Xamarin, a mobile developer tools startup acquired by Microsoft in 2016.",Glide,"San Francisco, CA, USA","Create the app your business needs, without coding.",Active,no-code,40,https://www.glideapps.com
Joginder Tanikella,W19,,"Healthcare,Consumer Health and Wellness",0,India,https://bookface-images.s3.amazonaws.com/small_logos/8c6013a5e3fb548e18594a466880a61de1aadcd7.png,"We are Pulse Active Stations Network and are setting up a network of connected IOT-enabled “Make in India” Smart Health Machines known as the Pulse Active Stations Network.

We have conducted over 600,000 Health Check-ups and through our Pulse Active Station Smart Health Machines, we conduct mass screening for NCD risk factors such as Obesity, Hypertension and other factors to empower people to take informed decisions for theirs and their family's health.",Pulse Active Stations Network,India,We are a connected network of smart health machines in India.,Active,health-tech,10,http://www.getpulse.in/
"Miguel Martinez Cano,Nydia Cano,Gabriel Cano Rodríguez",W19,,"Consumer,Transportation Services",0,"Mexico City, Mexico",https://bookface-images.s3.amazonaws.com/small_logos/957f91b1d9cc833c53705599218c1dc0ed5f5c8d.png,"PRONTO is the first RIDE-SHARING + DELIVERY platform for SECOND-TIER cities in LATAM. 

In second-tier cities all transactions are paid with cash, this is why the Uber model doesn´t work (since they have to collect their revenue from commissions). We solved this by creating a subscription model where drivers pay a monthly recurring subscription of 59 to 99 USD depending on their monthly revenue. This also generates a higher LTV with low CAC as well as high engagement and fidelity ratios.

Traction: Since our launch, we have achieved over 2,000,000 processed trips with more than 200,000 users, we bootstrapped until we achieved half a million trips and entered YC.

Market Size: There are over 14,000 second-tier cities in LATAM, with more than 500 million people without any access to ride-sharing or technology platforms at all.
",Pronto,"Mexico City, CDMX, Mexico",Ride-sharing for second-tier cities in Latin America.,Active,latin-america,62,http://www.tuprontomx.com/
"Neerav Jain,Saurabh Gupta",W19,2015,"Consumer,Home and Personal",5,"New Delhi, India",https://bookface-images.s3.amazonaws.com/small_logos/c2ca1df60e855a6b8cfddd28d710613fb25e77f6.png,"Cityfurnish is a rental subscription service for furniture and appliances in India. Today, there are 350M people renting unfurnished or semi-furnished apartments in India; Cityfurnish provides an easy, affordable and hassle-free solution. The founding team shares 25+ years of furniture retailing experience and has grown the business to 8,000+ subscribers.",Cityfurnish,"New Delhi, DL, India",Cityfurnish - Commitment-free furniture rentals for a better you!,Active,fintech,90,https://cityfurnish.com/
"Felipe Echandi,Jorge L García,Jose Varela",W19,2018,"Fintech,Payments",0,"Panama City, Panama",https://bookface-images.s3.amazonaws.com/small_logos/7537c2ea53c825f90e7b66831754edaddd1f069b.png,"We are building the operating system to allow Latin American creators to live from the internet. We started by helping them instantly launch online to monetize their audience and sell over social media.

Online creation is already mainstream in Latin America through the heavy use of social media and video streaming. We are building the platform to make online creation a viable career and social mobility option.",Cuanto,"Panama City, Panama, Panama",Building the operating system for Latin America's internet creators,Active,fintech,13,https://www.cuanto.app
"Bjarke Felbo,Sanjay Guruprasad",W19,2018,"Consumer,Gaming",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7ed6bc85ed1193616cbc04d46c585ebff147de49.png,"Rune is the best place to talk and play multiplayer games with your friends. Users hang out on Rune’s mobile app, sharing laughs on our voice chat as they play amazing indie multiplayer games together! And developers build these games right on the Rune platform.

Developers leverage the Rune SDK to build multiplayer games without needing a single line of backend code. They launch their game on Rune and instantly, thousands of passionate friend groups play it together on voice chat right inside the Rune app! Rune's beta has grown rapidly, with over 50 games built for the platform ranging from multiplayer mini-golf to real-time 3D racing games. The SDK supercharges game creation, with many of our games built in under a week! And these games are played like crazy too — friends have spent over 50 million minutes hanging out and playing our new games together already.",Rune,"San Francisco, CA, USA",Talk & play multiplayer games with your friends!,Active,"gaming,social",10,http://rune.ai
"Yuva Kumar,Emil Soman",W19,,"B2B,Engineering, Product and Design",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/7bbbc0b138970d664365f112bc20022470751139.png,"Dockup gives on-demand environments for engineering teams so they can merge pull requests with confidence. It works like CircleCI, but allows you to manually test and see each code changes in action with your entire tech stack without having to mock any of your services.",Dockup,"Mountain View, CA, USA",On demand ephemeral environments to run manual and automated tests.,Active,devops,4,https://getdockup.com/
Fabian Gomez Gutierrez,W19,2018,"B2B,Supply Chain and Logistics",0,"São Paulo, Brazil",https://bookface-images.s3.amazonaws.com/small_logos/de610cdaa1b45fc16f2be037082405d108ec145d.png,,Frubana Inc,"São Paulo, SP, Brazil",The everything store for restaurants in LATAM.,Active,"fintech,b2b",384,https://www.frubana.com
Ilsu Park,W19,2017,"Industrials,Automotive",0,South Korea,https://bookface-images.s3.amazonaws.com/small_logos/f5295faf44c40fbb90c24090479454a928300bbd.png,Mars Auto is building autonomous trucks to completely automate warehouse-to-warehouse truck operations.,Mars Auto,"Seoul, South Korea",Autonomous trucks for warehouse-to-warehouse shipping,Active,,15,https://marsauto.com
Ben Adida,W19,2018,Government,0,CA,https://bookface-images.s3.amazonaws.com/small_logos/23b57358e5b0a28777ac8011329e25a9eec76361.png,"VotingWorks is a non-partisan non-profit founded on the powerful idea that the operating system of our democracy should be publicly owned. Every citizen’s vote is sacred, and every citizen deserves evidence that our elections are free and fair.

Forty states use voting machines that are over ten years old. Their technology is outdated, their source code proprietary and their security vulnerabilities – described in detail by the security community over many years – are left unpatched. It’s not surprising that 76% of voters are concerned that our elections are vulnerable to hacking. And if voters lose trust in elections, then the very foundation of our democracy is at risk.

We’re using open-source software, off-the-shelf hardware, and modern product engineering to make elections dramatically safer, more accessible, and more affordable. Affordability may sound pedestrian, but it is key. The front line of America’s election security rests in the hands of the 50% of US counties that struggle to afford basic services, let alone upgrade aging voting equipment.",VotingWorks,"CA, USA",Non-profit building open-source voting machines for US elections.,Active,,18,https://voting.works
"Shaun Ng,James West",W19,2018,"Fintech,Banking and Exchange",0,Seychelles,https://bookface-images.s3.amazonaws.com/small_logos/07fc8711d53bff780e8a1a0a0737d04137bffc8d.png,"The global cryptocurrency derivatives exchange 

Inventors of bitcoin VIX, the first low latency perpetual futures exchange and more",Globe,Seychelles,coinbase for derivatives,Active,defi,20,https://globe.exchange
"Andrew Nakkache,Michael Paszkiewicz",W19,2014,"B2B,Operations",0,"Philadelphia, PA",https://bookface-images.s3.amazonaws.com/small_logos/cb7fe1b3f89d693041018270e2cb671fb9b106d6.png,"We are building the Marketplace for On Demand Delivery. 

We provide an all-in-one Delivery OS that brings all orders into one place, dispatches these orders to the best available delivery service, and provides the tools to manage the post-purchase experience.

The founding team started Habitat Logistics, where we powered delivery for restaurants, and delivered over 1M orders all on our own software.",FIRST,"Philadelphia, PA, USA",The best way for any business to offer delivery. ,Active,"saas,delivery",12,https://firstdelivery.com/
"Anthony Oduwole,Ola Oyetayo",W19,2018,"Fintech,Payments",0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/576b45f257548345c964f5d5d6621c981f205710.png,"Verto is a cross-border payment platform for businesses; our mission is to simplify cross-border payments in emerging markets, particularly Africa.

We do this by providing businesses with superb infrastructure that they can use to convert, hold, receive and make payments across 49 currencies.

By connecting Businesses, Liquidity providers, FX Brokers, and Payment Institutions, and banks through our marketplace, companies can choose their foreign exchange rates at the time that suits them, therefore, providing a constant liquidity flow cheaply. ",Verto,"London, England, United Kingdom",Cross-Border Payments and FX Simplified,Active,"banking-as-a-service,fintech,payments,b2b",170,http://www.vertofx.com
"Ethan Lieber,Jullian Chavez,Will Gordon",W19,2016,"B2B,Operations",0,"Seattle, WA",https://bookface-images.s3.amazonaws.com/small_logos/66097e650b88b241a3f9a39de9ab863e019fada9.png,"Latchel is the only end-to-end platform that automates maintenance coordination and delivers best in class resident amenities. We service over 80,000 homes across over 400 customers in all 50 states of the US. We’re growing rapidly and need a Product Designer to continue our rapid growth trajectory.",Latchel,"Seattle, WA, USA",24/7 emergency maintenance department for property managers and…,Active,saas,,http://latchel.com
"Varun AV,Aayush Rai",W19,,"Healthcare,Consumer Health and Wellness",2,"Bengaluru, India",https://bookface-images.s3.amazonaws.com/small_logos/2e227664daa8b8943b9d87641ef2bf7c2b5c1b42.png,,Inito,"Bengaluru, KA, India",Enabling better self care with at-home hormone tracking.,Active,"fertility-tech,health-tech,digital-health",100,https://www.inito.com/
Tony Spiro,W19,2016,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9a999bf9f887684e2cad49138c36cf7abb029831.png,"Cosmic is a headless CMS and API toolkit to help teams build modern apps faster, together. We provide a web dashboard to create content and API tools to deliver content into any website or app.

Teams benefit from using Cosmic because it eliminates the need to build and maintain their own CMS infrastructure. Teams pay a monthly subscription fee for our hosted CMS and can focus on their application logic, creating great content, and enhancing user experiences.",Cosmic,"San Francisco, CA, USA",Cosmic is a headless CMS and API toolkit,Active,"developer-tools,api",5,https://www.cosmicjs.com
"Joe Ahearn,Kunal Gupta",W19,2017,"Consumer,Social",0,New York,https://bookface-images.s3.amazonaws.com/small_logos/4c539024b47b2012732eb609e66899574b579a30.png,"Withfriends makes it easy for any small business to offer memberships, so that your community can subscribe to support your business. Simply connect us to your online store or point-of-sale, and we'll offer memberships to your customers during checkout. We've found 1 in 20 customers will choose to become members, bringing your business an additional 45% in revenue.",Withfriends,"New York, NY, USA",Withfriends makes it easy to offer memberships for your small business,Active,"marketplace,community,subscriptions",3,https://withfriends.co
Jen Nwankwo,W19,2018,"Healthcare,Therapeutics",0,"Cambridge, MA",https://bookface-images.s3.amazonaws.com/small_logos/6a13b8deb8c35c005889526aebe7db84dbbbaab5.png,"We are a biotechnology company integrating AI, computation and biological automation to accelerate the design of small molecule and protein therapeutics. Our mission is to decrease the timeline and cost of drug development, while improving the success rate of bring innovative medicines to patients in need.

We have two drug discovery engines - ELVIS™ and ROSALYND™ - that enable the design of both small molecule and protein therapeutics, an unmatched capability in the AI drug discovery space. Our therapeutic area-agnostic, end-to-end technology powers the full length of early drug discovery - from novel hit discovery to hit to lead, and lead optimization. 

We are currently applying our technology to drug discovery programs in several areas including, but not limited to, neuroscience, infectious disease, immunology and oncology.",1910 Genetics,"Cambridge, MA, USA",Make undruggable targets a thing of the past,Active,,14,http://1910genetics.com
"Ruben A. Harris,Timur Meyster",W19,2018,B2B,4,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/6c6deff6969e83c832af730188606f1d389231dc.png,"OutRival empowers customer experience teams to create and deploy Conversational AI Agents that leverage existing resources, cut costs, and grow revenue. Starting with Admissions Teams in Higher Education.","OutRival, Inc.","San Francisco, CA, USA",AI Agents for Admissions Teams in Higher Education,Active,"education,b2b,customer-service,ai",6,https://outrival.com/
Rob McGinnis,W19,2018,"Industrials,Energy",1,"Santa Cruz, CA",https://bookface-images.s3.amazonaws.com/small_logos/a1439ba0d08371919c2c6e45e334b24fd8d43892.png,"We remove CO2 and water from the air and use electricity from solar and wind power to turn them into zero net carbon electrofuels. These are gasoline, diesel, and jet fuels that work in existing cars, trucks and planes without requiring modification of their engines, and don't contribute to global warming because they don't add any new CO2 to the atmosphere. Each gallon of our electrofuels means a gallon of fossil oil left in the ground forever. Importantly, these fuels for the first time can compete with fossil fuels on price - our zero net carbon jet fuel has a price of one cent per gallon less than fossil jet fuel. American Airlines ordered 10 million gallons of this fuel and we will start shipping it next year.",Prometheus,"Santa Cruz, CA, USA",We use solar and wind power to make zero net carbon electrofuels,Active,energy-storage,25,http://www.prometheusfuels.com
